City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
339,Atherton,GB,53.5237,-2.4935,52.9,84,3,4.0,clear sky
340,Cidreira,BR,-30.1811,-50.2056,67.66,97,100,17.45,moderate rain
341,Port Hedland,AU,-20.3167,118.5667,68.05,94,0,6.91,clear sky
342,Hasaki,JP,35.7333,140.8333,56.21,58,95,28.39,overcast clouds
343,Laizhou,CN,37.1717,119.9214,41.43,61,98,6.46,overcast clouds
344,Powell River,CA,49.8496,-124.5361,44.19,71,5,3.89,clear sky
345,Tokur,RU,53.1333,132.9,-7.92,99,83,2.84,broken clouds
346,Muros,ES,42.7762,-9.0603,57.69,94,100,13.62,overcast clouds
347,Waipawa,NZ,-41.4122,175.5153,57.65,62,48,4.9,scattered clouds
348,Ugoofaaru,MV,5.6667,73.0,81.23,73,99,8.14,overcast clouds
349,Lusambo,CD,-4.9667,23.45,70.38,99,100,0.6,moderate rain
350,Lacombe,CA,52.4668,-113.7353,31.32,85,55,4.94,broken clouds
351,Kon Tum,VN,14.35,108.0,66.87,96,99,2.91,overcast clouds
352,Makakilo City,US,21.3469,-158.0858,80.92,65,75,12.66,light rain
353,La Ronge,CA,55.1001,-105.2842,20.77,85,100,7.99,overcast clouds
354,Yarada,IN,17.65,83.2667,75.52,73,0,2.3,mist
355,Paamiut,GL,61.994,-49.6678,32.74,81,100,23.91,overcast clouds
356,Vila Velha,BR,-20.3297,-40.2925,76.95,88,20,19.57,few clouds
357,Perth Amboy,US,40.5068,-74.2654,52.14,57,100,20.0,overcast clouds
358,Tema,GH,5.667,-0.0166,80.56,75,77,5.79,broken clouds
359,Souillac,MU,-20.5167,57.5167,68.38,88,40,4.61,scattered clouds
360,Mulege,MX,26.8833,-111.9833,77.18,47,4,4.99,clear sky
361,Ust-Tarka,RU,55.5672,75.705,32.34,98,100,15.7,light snow
362,Arcata,US,40.8665,-124.0828,56.68,76,0,5.75,clear sky
363,Chauk,MM,20.8833,94.8167,71.15,74,0,6.11,clear sky
364,Effingham,US,32.3669,-81.3332,61.25,57,46,7.38,scattered clouds
365,Ures,MX,29.4333,-110.4,74.82,25,7,14.72,clear sky
366,Sokolka,PL,53.4072,23.5023,42.66,92,68,3.98,broken clouds
367,San Cristobal,VE,7.7669,-72.225,73.58,94,100,1.92,overcast clouds
368,Betong,TH,5.7743,101.0723,71.98,100,100,2.06,overcast clouds
369,Rorvik,NO,64.8621,11.2373,42.91,81,0,3.44,clear sky
370,Astoria,US,46.1879,-123.8313,51.85,75,100,5.75,overcast clouds
371,Antalaha,MG,-14.9003,50.2788,69.13,88,5,5.57,clear sky
372,Marigot,MF,18.0667,-63.0833,82.74,78,14,17.13,few clouds
373,Mbandaka,CD,0.0487,18.2603,70.84,98,100,1.74,overcast clouds
374,Sibu,MY,2.3,111.8167,73.67,99,94,1.59,overcast clouds
375,Callaway,US,30.153,-85.5699,61.92,41,0,10.36,clear sky
376,Kavaratti,IN,10.5669,72.642,80.13,78,99,3.94,overcast clouds
377,Cururupu,BR,-1.8283,-44.8683,78.26,80,37,5.06,scattered clouds
378,Palana,RU,59.1167,159.9667,12.15,92,80,11.18,light snow
379,Narsaq,GL,60.9167,-46.05,48.42,64,100,2.82,overcast clouds
380,Saint-Augustin,CA,51.226,-58.6502,28.35,57,94,2.95,overcast clouds
381,Kushmurun,KZ,52.4503,64.6311,37.22,98,100,18.21,light rain
382,Sorland,NO,67.667,12.6934,44.46,84,100,15.26,overcast clouds
383,Havelock,US,34.8791,-76.9013,60.94,69,0,9.22,clear sky
384,Kirakira,SB,-10.4544,161.9205,82.17,77,100,4.41,overcast clouds
385,Kruisfontein,ZA,-34.0033,24.7314,55.89,87,0,6.06,clear sky
386,Tukrah,LY,32.5341,20.5791,65.41,60,0,3.94,clear sky
387,Pangody,RU,65.85,74.4859,-9.15,86,84,9.42,broken clouds
388,Shanghai,CN,31.2222,121.4581,54.93,70,0,8.99,clear sky
389,Dashitou,CN,43.3067,128.5114,21.83,67,62,2.28,broken clouds
390,Udachnyy,RU,66.4167,112.4,-29.76,100,98,4.65,overcast clouds
391,Arona,ES,28.0996,-16.681,73.92,29,75,5.75,broken clouds
392,Santarem,BR,-2.4431,-54.7083,87.93,74,20,8.05,few clouds
393,Olga,RU,43.7444,135.2892,23.76,83,4,5.39,clear sky
394,Codrington,AU,-38.2667,141.9667,56.12,94,78,12.28,broken clouds
395,Rawson,AR,-43.3002,-65.1023,70.32,40,97,14.18,overcast clouds
396,Sao Felix Do Xingu,BR,-6.6447,-51.995,85.87,54,79,6.06,broken clouds
397,Salalah,OM,17.0151,54.0924,78.89,73,0,4.61,clear sky
398,Panjakent,TJ,39.4952,67.6093,39.58,67,27,2.17,scattered clouds
399,Namibe,AO,-15.1961,12.1522,67.44,72,7,7.67,clear sky
400,Bathsheba,BB,13.2167,-59.5167,80.65,80,31,17.07,scattered clouds
401,Fairbanks,US,64.8378,-147.7164,23.34,90,0,0.0,clear sky
402,Smithers,CA,54.7804,-127.1743,37.83,87,100,2.01,overcast clouds
403,Vila,PT,42.0304,-8.1588,48.7,93,100,5.28,light rain
404,Lagunas,PE,-5.2269,-75.6753,92.82,42,100,4.18,overcast clouds
405,Yaan,NG,7.3833,8.5667,79.47,36,45,1.5,scattered clouds
406,High Level,CA,58.5169,-117.136,35.62,68,29,5.99,scattered clouds
407,Avera,US,33.194,-82.5271,59.56,32,3,9.91,clear sky
408,Christchurch,NZ,-43.5333,172.6333,62.42,78,100,6.91,overcast clouds
409,Sawtell,AU,-30.3833,153.1,74.19,73,100,19.57,overcast clouds
410,Adrar,MR,20.5022,-10.0711,76.12,13,8,10.09,clear sky
411,Ibirama,BR,-27.0569,-49.5178,72.32,98,100,5.23,light rain
412,Forecariah,GN,9.4306,-13.0881,76.46,89,22,1.99,light rain
413,Leningradskiy,RU,69.3833,178.4167,-11.24,98,97,4.92,overcast clouds
414,Ahipara,NZ,-35.1667,173.1667,64.54,67,3,9.51,clear sky
415,Marathon,US,44.9,-89.7668,28.65,58,100,3.44,overcast clouds
416,Robertsport,LR,6.7533,-11.3686,79.14,82,100,6.13,light rain
417,Morgan City,US,29.6994,-91.2068,58.01,33,0,9.22,clear sky
418,Marsa Matruh,EG,31.3525,27.2453,67.37,76,14,10.51,light rain
419,Cervo,ES,43.6702,-7.4101,54.97,87,100,14.2,moderate rain
420,Fougeres,FR,48.35,-1.2,48.06,83,2,7.78,clear sky
421,Zaysan,KZ,47.4667,84.8667,30.67,56,20,1.5,few clouds
422,Vao,NC,-22.6667,167.4833,74.35,79,8,15.05,clear sky
423,Lewisporte,CA,49.2499,-55.0482,25.07,92,100,1.45,overcast clouds
424,Troitsko-Pechorsk,RU,62.7084,56.1964,14.86,95,100,6.17,light snow
425,Gonbad-E Qabus,IR,37.25,55.1672,54.52,56,0,4.88,clear sky
426,Craig,US,40.5153,-107.5464,40.95,45,40,5.75,scattered clouds
427,Mamlyutka,KZ,54.9375,68.5394,32.86,99,100,14.83,snow
428,Kulhudhuffushi,MV,6.6221,73.07,81.28,71,97,8.55,overcast clouds
429,Coahuayana,MX,18.7333,-103.6833,85.24,63,17,6.35,few clouds
430,Nantucket,US,41.2835,-70.0995,52.14,94,99,24.09,overcast clouds
431,Ballina,AU,-28.8667,153.5667,73.78,80,100,13.44,light rain
432,Synya,RU,65.3718,58.0387,10.44,96,100,4.52,light snow
433,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,4,0.0,clear sky
434,Krems,AT,48.4092,15.6142,50.54,95,0,7.07,clear sky
435,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,88,97,12.59,overcast clouds
436,Polunochnoye,RU,60.8697,60.4153,7.2,93,100,10.78,overcast clouds
437,Aykhal,RU,66.0,111.5,-27.98,100,95,5.39,overcast clouds
438,Bolshaya Rechka,RU,51.9503,104.7355,10.67,87,59,3.2,broken clouds
439,Ilulissat,GL,69.2167,-51.1,32.02,55,77,5.75,broken clouds
440,Hovd,MN,48.0056,91.6419,26.2,49,99,4.59,overcast clouds
441,Zyryanskoye,RU,56.8306,86.6258,33.48,97,100,13.65,overcast clouds
442,Nouna,BF,12.7333,-3.8667,87.37,37,100,2.28,overcast clouds
443,Soponya,HU,47.0149,18.4534,45.99,78,0,4.97,clear sky
444,Sechura,PE,-5.5569,-80.8222,73.98,56,40,15.28,scattered clouds
445,Rantoul,US,40.3084,-88.1559,37.44,52,75,5.75,broken clouds
446,Nicoya,CR,10.1483,-85.452,82.71,78,56,3.47,broken clouds
447,Sovetskiy,RU,61.3614,63.5842,10.09,94,100,9.1,overcast clouds
448,Selaru,RO,44.4667,25.3,49.46,69,98,3.15,overcast clouds
449,Bismarck,US,46.8083,-100.7837,16.81,88,100,3.44,snow
450,Mehamn,NO,71.0357,27.8492,35.55,93,100,3.44,light rain
451,Saint-Pierre,RE,-21.3393,55.4781,71.91,94,75,17.27,broken clouds
452,Placido De Castro,BR,-10.3353,-67.1856,96.48,33,68,4.21,broken clouds
453,Adelaide,AU,-34.9333,138.6,56.86,92,100,28.77,light rain
454,Prilep,MK,41.3464,21.5544,46.08,88,23,1.72,few clouds
455,Sinnamary,GF,5.3833,-52.95,79.39,84,89,11.27,light rain
456,Cartagena,CO,10.3997,-75.5144,82.02,78,75,4.61,broken clouds
457,Yumen,CN,40.2833,97.2,28.29,46,0,6.46,clear sky
458,Kyra,RU,49.5776,111.9753,11.46,81,2,3.98,clear sky
459,Moose Jaw,CA,50.4001,-105.5344,15.24,89,73,0.63,broken clouds
460,Le Port,RE,-20.9373,55.2919,72.25,78,43,2.39,light rain
461,Mahibadhoo,MV,3.7833,72.9667,80.62,76,99,13.02,moderate rain
462,Zhuhai,CN,22.2769,113.5678,74.86,88,20,13.8,few clouds
463,Olafsvik,IS,64.8945,-23.7142,49.17,79,100,27.76,moderate rain
464,Verkhoyansk,RU,67.5447,133.385,-11.18,99,100,0.58,overcast clouds
465,Manado,ID,1.487,124.8455,74.17,100,20,1.14,few clouds
466,Constitucion,CL,-35.3333,-72.4167,61.09,68,5,8.37,clear sky
467,College,US,64.8569,-147.8028,23.32,89,75,0.0,broken clouds
468,Manjacaze,MZ,-24.7117,33.8828,73.51,91,95,8.39,light rain
469,Maibong,IN,25.3,93.1667,59.16,96,8,1.12,clear sky
470,Hope,US,33.6671,-93.5916,50.07,29,33,5.53,scattered clouds
471,Manzil Salim,TN,35.8567,8.4765,59.14,52,35,0.65,scattered clouds
472,Sarahan,IN,31.5167,77.8,42.51,72,100,4.99,overcast clouds
473,Moree,AU,-29.4667,149.85,73.08,77,74,18.61,broken clouds
474,Tomatlan,MX,19.9333,-105.25,84.2,52,4,6.98,clear sky
475,Ahuimanu,US,21.4447,-157.8378,82.11,72,75,10.36,light rain
476,Pyrzyce,PL,53.1462,14.8926,50.27,89,56,7.72,broken clouds
477,Huangpi,CN,30.8845,114.3779,46.76,75,74,7.31,broken clouds
478,Saldanha,ZA,-33.0117,17.9442,60.67,85,2,12.8,clear sky
479,Shelburne,CA,44.0787,-80.2041,32.76,78,97,12.46,overcast clouds
480,Ekangala,ZA,-25.6962,28.7492,62.76,74,66,5.57,broken clouds
481,Beringovskiy,RU,63.05,179.3167,12.29,89,99,4.54,overcast clouds
482,Kharovsk,RU,59.9642,40.1912,27.59,73,98,12.86,overcast clouds
483,Vardo,NO,70.3705,31.1107,30.18,80,0,13.8,clear sky
484,Ayan,RU,56.45,138.1667,21.92,55,4,5.77,clear sky
485,Masumbwe,TZ,-3.6333,32.1833,65.66,90,100,2.62,light rain
486,Rio Gallegos,AR,-51.6226,-69.2181,61.11,44,72,16.75,broken clouds
487,Martyush,RU,56.4,61.8819,32.14,99,100,13.51,snow
488,Uige,AO,-7.6087,15.0613,66.16,70,73,1.66,broken clouds
489,Bartica,GY,6.4,-58.6167,77.25,94,100,3.15,overcast clouds
490,Kandi,BJ,11.1342,2.9386,78.64,27,2,4.07,clear sky
491,Vanimo,PG,-2.6741,141.3028,78.1,90,95,3.94,moderate rain
492,Abilene,US,32.4487,-99.7331,57.42,23,0,19.57,clear sky
493,Bayir,TR,37.2687,28.2167,46.92,44,5,3.36,clear sky
494,Basco,PH,20.4487,121.9702,81.5,74,79,20.58,broken clouds
495,Zheleznodorozhnyy,RU,55.7503,38.0042,39.38,66,100,15.32,overcast clouds
496,Dabola,GN,10.75,-11.1167,76.95,49,3,2.86,clear sky
497,Dilla,ET,6.41,38.31,62.22,91,97,3.36,light rain
498,Tateyama,JP,34.9833,139.8667,62.53,48,75,11.5,broken clouds
499,Vung Tau,VN,10.346,107.0843,79.48,84,88,13.35,overcast clouds
500,Nizhniy Baskunchak,RU,48.2198,46.8311,43.59,66,11,21.61,few clouds
501,Den Helder,NL,52.9599,4.7593,48.96,87,20,10.36,few clouds
502,Pechenga,RU,69.5259,31.1703,22.42,97,37,5.68,scattered clouds
503,Botou,CN,38.0667,116.5667,39.36,52,100,6.26,overcast clouds
504,Ratnagiri,IN,16.9833,73.3,76.68,58,4,6.13,clear sky
505,Durazno,UY,-33.4131,-56.5006,69.04,87,100,6.53,light rain
506,Buin,CL,-33.7333,-70.75,75.52,18,82,6.22,broken clouds
507,Ibate,BR,-21.9547,-47.9967,71.76,68,98,7.27,overcast clouds
508,Kinablangan,PH,7.6947,126.5503,77.81,85,85,5.46,overcast clouds
509,Halol,IN,22.5,73.4667,70.02,37,1,5.28,clear sky
510,Miracema Do Tocantins,BR,-9.5618,-48.3967,83.5,60,90,2.89,overcast clouds
511,Ishigaki,JP,24.3448,124.1572,76.64,80,100,23.51,overcast clouds
512,Koumac,NC,-20.5667,164.2833,77.11,77,29,4.21,scattered clouds
513,Filingue,NE,14.3521,3.3168,84.31,17,44,9.73,scattered clouds
514,Morant Bay,JM,17.8815,-76.4093,82.17,76,87,5.73,overcast clouds
515,Erzin,TR,36.9559,36.2,62.49,39,0,4.34,clear sky
516,Maldonado,UY,-34.6667,-54.9167,70.23,88,100,11.07,overcast clouds
517,Licheng,CN,23.2955,113.8284,73.17,82,26,2.24,scattered clouds
518,Bahia Blanca,AR,-38.7196,-62.2724,67.12,58,100,7.85,moderate rain
519,Kiama,AU,-34.6833,150.8667,70.25,72,71,10.0,broken clouds
520,Amapa,BR,1.0,-52.0,74.89,92,100,3.2,light rain
521,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,12.66,thunderstorm
522,Pascagoula,US,30.3658,-88.5561,59.05,42,0,10.36,clear sky
523,North Bend,US,43.4065,-124.2243,54.16,85,0,3.44,clear sky
524,Vulcanesti,MD,45.6842,28.4028,47.82,80,7,7.14,clear sky
525,Puerto Escondido,MX,15.85,-97.0667,85.03,54,20,4.61,few clouds
526,Victor Harbor,AU,-35.5667,138.6167,54.68,89,100,24.34,overcast clouds
527,Buchanan,LR,5.8808,-10.0467,78.03,86,100,6.15,moderate rain
528,Price,US,39.5994,-110.8107,45.66,31,0,0.0,clear sky
529,Umba,RU,66.6871,34.3429,28.51,89,43,5.46,scattered clouds
530,New Ulm,US,44.3125,-94.4605,27.43,69,100,9.22,overcast clouds
531,Ketchikan,US,55.3422,-131.6461,42.91,97,100,5.57,overcast clouds
532,Omsukchan,RU,62.5333,155.8,-14.42,82,11,4.27,few clouds
533,Beloha,MG,-25.1667,45.05,70.59,83,1,12.8,clear sky
534,Kuytun,RU,54.3419,101.5036,23.0,85,100,3.87,overcast clouds
535,Brigantine,US,39.4101,-74.3646,50.05,55,75,19.57,broken clouds
536,Broome,US,42.2506,-75.833,42.66,77,75,9.22,light rain
537,Manta,EC,-0.95,-80.7333,80.38,61,40,12.66,scattered clouds
538,Belaya Gora,RU,68.5333,146.4167,-27.33,100,99,1.88,overcast clouds
539,Silifke,TR,36.3778,33.9344,64.63,43,0,11.88,clear sky
540,Chapleau,CA,47.8405,-83.4034,23.79,73,100,9.98,overcast clouds
541,Coihaique,CL,-45.5752,-72.0662,61.41,51,75,6.91,broken clouds
542,Kununurra,AU,-15.7667,128.7333,80.58,89,16,4.61,few clouds
543,Koungou,YT,-12.7336,45.2042,78.51,83,0,8.05,clear sky
544,Ferkessedougou,CI,9.6,-5.2,74.59,79,46,2.48,light rain
545,Carroll,US,39.5501,-77.0164,45.5,53,100,10.36,overcast clouds
546,Huron,US,41.1501,-82.5499,37.53,70,100,12.17,overcast clouds
547,Kahului,US,20.8947,-156.47,84.22,64,20,14.97,few clouds
548,Westport,US,41.1415,-73.3579,52.29,52,75,18.41,broken clouds
549,Ciudad Bolivar,VE,8.1222,-63.5497,85.55,64,79,9.1,broken clouds
550,Merauke,ID,-8.4667,140.3333,79.07,88,84,9.48,broken clouds
551,Pocatello,US,42.8713,-112.4455,29.86,82,100,9.22,overcast clouds
552,Jacksonville,US,30.3322,-81.6556,66.99,52,75,12.66,broken clouds
553,Egvekinot,RU,66.3167,-179.1667,-3.32,84,29,2.91,scattered clouds
554,Fort Nelson,CA,58.8053,-122.7002,36.95,57,2,1.99,clear sky
555,San Cosme Y Damian,PY,-27.3167,-56.35,73.58,82,95,2.86,overcast clouds
556,Alpena,US,45.0617,-83.4327,32.25,69,100,8.05,overcast clouds
557,Varnavino,RU,57.4035,45.0916,30.7,80,99,17.11,overcast clouds
558,Amahai,ID,-3.3333,128.9167,79.0,84,100,1.83,overcast clouds
559,Mantua,IT,45.1667,10.7833,51.35,88,100,5.01,light rain
560,Saint-Francois,FR,46.4154,3.9054,44.04,100,100,1.14,overcast clouds
561,Port-Cartier,CA,50.0334,-66.8654,28.62,94,99,13.4,light snow
562,Khilok,RU,51.3674,110.4676,12.97,86,9,3.02,clear sky
563,Xuddur,SO,4.1213,43.8894,74.28,71,3,9.93,clear sky
564,Visnes,NO,59.3556,5.2242,50.05,87,0,3.44,clear sky
565,Gardenstown,GB,57.671,-2.336,51.19,1,80,20.04,broken clouds
566,Salym,RU,60.0625,71.4789,22.28,91,97,9.1,overcast clouds
567,Talcahuano,CL,-36.7167,-73.1167,62.28,72,75,8.05,broken clouds
568,Kaitong,CN,44.8135,123.15,23.34,68,38,9.42,scattered clouds
569,Nadvoitsy,RU,63.8667,34.3167,29.03,87,11,6.49,few clouds
570,Lobva,RU,59.1854,60.5185,16.95,93,100,14.88,light snow
571,General Roca,AR,-39.0333,-67.5833,75.61,25,11,24.05,few clouds
572,Urengoy,RU,65.9667,78.3667,-14.19,88,22,7.67,few clouds
573,Strezhevoy,RU,60.7333,77.5889,21.15,94,100,5.53,overcast clouds
574,Monywa,MM,22.1167,95.1333,68.07,77,0,6.69,clear sky
575,San Quintin,MX,30.4833,-115.95,62.67,60,6,17.67,clear sky
576,Korla,CN,41.7597,86.1469,33.37,54,0,1.36,clear sky
577,Morros,BR,-9.4467,-46.3003,84.36,50,77,2.01,broken clouds
578,Laredo,US,27.5064,-99.5075,66.49,22,0,11.5,clear sky
579,Vieste,IT,41.8825,16.175,60.03,75,25,3.96,scattered clouds
580,Xian,CN,34.2583,108.9286,48.56,40,37,2.24,scattered clouds
581,Nizhnyaya Omka,RU,55.4338,74.9426,32.29,98,100,16.37,light snow
582,Ulaanbaatar,MN,47.9077,106.8832,-3.87,77,0,4.47,clear sky
583,Asfi,MA,32.2994,-9.2372,69.31,60,100,6.6,overcast clouds
584,Itatiaia,BR,-22.4961,-44.5633,75.22,85,43,8.25,scattered clouds
585,Kapoeta,SS,4.7717,33.5903,78.66,57,67,4.9,light rain
586,Malpe,IN,13.35,74.7167,78.1,87,99,5.59,overcast clouds
587,Imbituba,BR,-28.24,-48.6703,71.17,87,100,17.96,light rain
588,Bauchi,NG,10.5,10.0,73.8,29,100,6.31,overcast clouds
589,Juegang,CN,32.3174,121.1855,51.91,69,100,9.8,overcast clouds
590,Anapskaya,RU,44.89,37.38,48.43,93,75,6.71,broken clouds
591,Xining,CN,36.6167,101.7667,29.55,72,100,0.36,overcast clouds
592,Saint-Joseph,RE,-21.3667,55.6167,70.18,87,68,13.2,light rain
593,Pangnirtung,CA,66.1451,-65.7125,6.26,69,90,5.23,overcast clouds
594,Koforidua,GH,6.0941,-0.2591,73.92,90,99,2.53,overcast clouds
595,Lata,PT,40.1629,-8.3327,65.8,92,100,5.73,overcast clouds
596,Sucre,BO,-19.0333,-65.2627,79.66,3,39,17.72,scattered clouds
597,Vysokogornyy,RU,50.1167,139.15,6.3,97,27,2.62,scattered clouds
598,Caohe,CN,30.2297,115.4335,52.77,71,70,5.64,broken clouds
599,Mianyang,CN,31.4593,104.7542,53.13,74,100,1.88,overcast clouds
600,Shimoda,JP,34.6667,138.95,61.11,76,92,14.36,overcast clouds
601,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,78,100,7.7,overcast clouds
602,Churapcha,RU,62.0025,132.4325,-15.2,100,100,1.52,overcast clouds
603,Santa Marta,CO,11.2408,-74.199,77.9,88,65,1.01,light rain
604,Popondetta,PG,-8.7537,148.2534,76.46,90,100,1.79,light rain
605,Ranong,TH,9.9658,98.6348,77.86,87,100,4.47,overcast clouds
606,Haines Junction,CA,60.7522,-137.5108,31.01,94,100,6.15,light snow
607,Revda,RU,56.801,59.9303,30.7,98,100,12.44,snow
608,Ryotsu,JP,38.0833,138.4333,51.73,70,100,10.92,overcast clouds
609,Sainte-Savine,FR,48.2964,4.0464,42.75,100,100,2.3,mist
610,Warmbad,NA,-28.45,18.7333,69.8,24,3,4.5,clear sky
611,Thinadhoo,MV,0.5333,72.9333,81.73,73,99,14.18,overcast clouds
612,Buala,SB,-8.145,159.5921,82.0,71,60,3.74,broken clouds
613,Chilca,PE,-12.5211,-76.7372,64.96,83,84,6.6,broken clouds
614,Puerto Ayacucho,VE,5.6639,-67.6236,87.67,67,16,4.74,few clouds
615,Zyryanka,RU,65.75,150.85,-28.16,96,33,7.02,scattered clouds
616,Kalabo,ZM,-14.97,22.6814,73.15,72,100,6.33,overcast clouds
617,Half Moon Bay,US,37.4636,-122.4286,63.88,45,0,14.97,clear sky
618,Llano De Piedra,PA,7.6667,-80.5667,79.09,83,100,1.79,moderate rain
619,Bubaque,GW,11.2833,-15.8333,83.16,62,11,9.66,few clouds
620,Berdyaush,RU,55.1619,59.1464,31.68,99,100,5.35,snow
621,Weligama,LK,5.9667,80.4167,75.43,88,98,3.71,moderate rain
622,Dunmore Town,BS,25.5,-76.65,80.78,64,20,3.11,few clouds
623,Estevan,CA,49.1334,-102.9842,14.34,85,100,4.61,overcast clouds
624,Honiara,SB,-9.4333,159.95,82.18,79,89,1.66,overcast clouds
625,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,78,0,9.22,clear sky
626,Bima,ID,-8.4667,118.7167,77.54,91,94,2.71,overcast clouds
627,Gambela,ET,8.25,34.5833,73.62,76,16,4.0,few clouds
628,Yerbogachen,RU,61.2767,108.0108,-12.44,87,100,7.25,overcast clouds
629,Camopi,GF,3.1655,-52.3158,76.14,87,100,4.09,overcast clouds
630,Watrous,CA,51.6668,-105.4679,14.99,88,100,4.97,overcast clouds
631,Zhangjiakou,CN,40.81,114.8794,33.15,50,0,4.14,clear sky
632,Garowe,SO,8.4054,48.4845,73.09,69,8,15.19,clear sky
633,Walvis Bay,NA,-22.9575,14.5053,60.1,80,0,10.31,clear sky
634,Klaksvik,FO,62.2266,-6.589,50.92,97,86,13.49,overcast clouds
635,Corowa,AU,-36.0333,146.3833,57.58,96,39,11.56,scattered clouds
636,Khandyga,RU,62.6667,135.6,-23.76,100,84,1.1,broken clouds
637,Derzhavinsk,KZ,51.1,66.3167,34.41,97,100,28.41,light snow
638,Itupiranga,BR,-5.1347,-49.3267,88.12,64,96,1.9,overcast clouds
639,Ransang,PH,8.9603,117.5828,78.39,81,91,2.3,overcast clouds
640,Toppenish,US,46.3774,-120.3087,46.02,54,99,1.61,overcast clouds
641,Zapolyarnyy,RU,69.4154,30.8136,24.08,98,61,5.57,broken clouds
642,Karakol,KG,42.4907,78.3936,25.36,53,32,5.01,scattered clouds
643,Dukat,RU,62.55,155.55,-9.2,76,11,6.64,few clouds
644,Ponta Delgada,PT,37.7333,-25.6667,61.52,77,40,3.44,scattered clouds
645,Dunhua,CN,43.3725,128.2425,23.18,64,66,2.35,broken clouds
646,Timra,SE,62.487,17.3257,37.67,93,0,2.3,clear sky
647,Nuevo Progreso,MX,23.1667,-97.95,66.54,49,74,4.0,broken clouds
648,Jumla,NP,29.2747,82.1838,41.79,45,71,3.49,broken clouds
649,Kardla,EE,58.9978,22.7492,44.74,85,85,0.4,overcast clouds
650,Newport,GB,51.5877,-2.9984,56.01,88,29,4.27,scattered clouds
651,Kathmandu,NP,27.7167,85.3167,52.02,93,20,2.3,few clouds
652,West Fargo,US,46.875,-96.9004,24.85,78,100,8.05,overcast clouds
653,Witu,KE,-2.3889,40.4382,78.96,86,95,7.14,overcast clouds
654,Davydivka,UA,48.121,25.5646,45.43,90,2,1.68,clear sky
655,Ternate,ID,0.8,127.4,80.8,81,98,3.58,overcast clouds
656,Boa Vista,BR,2.8197,-60.6733,89.58,51,40,6.91,scattered clouds
657,Neiafu,TO,-18.65,-173.9833,78.44,81,100,18.9,moderate rain
658,Marystown,CA,47.1666,-55.1483,39.85,100,100,8.21,overcast clouds
659,Makubetsu,JP,45.3714,141.8211,36.84,72,97,18.59,overcast clouds
660,Manthani,IN,18.65,79.6667,63.52,69,1,3.36,clear sky
661,Chkalovskoye,RU,44.8392,133.0436,22.3,83,44,2.93,scattered clouds
662,Praya,CV,14.9215,-23.5087,77.54,73,20,19.57,few clouds
663,Tacoronte,ES,28.4769,-16.4102,71.35,62,20,11.01,few clouds
664,Old Town,CZ,50.087,14.4202,44.31,95,20,6.91,mist
665,Hwange,ZW,-18.3693,26.5019,76.08,65,86,1.19,overcast clouds
666,Thayetmyo,MM,19.3167,95.1833,69.28,81,51,4.52,broken clouds
667,Lebanon,US,36.2081,-86.2911,40.48,62,40,5.75,scattered clouds
668,Ust-Maya,RU,60.4167,134.5333,10.24,97,100,0.98,light snow
669,Guadalajara,MX,20.6667,-103.3333,83.98,32,20,6.91,few clouds
670,Hofn,IS,64.2539,-15.2082,46.63,94,100,20.56,moderate rain
671,Adoni,IN,15.6333,77.2833,70.2,89,4,7.61,clear sky
672,Batagay-Alyta,RU,67.8006,130.4114,-16.78,98,98,1.5,overcast clouds
673,Uchaly,RU,54.2996,59.4521,32.27,99,100,2.39,overcast clouds
674,Houston,US,29.7633,-95.3633,62.02,40,0,5.75,clear sky
675,Tamandare,BR,-8.7597,-35.1047,78.33,80,11,6.8,few clouds
676,Gorin,RU,51.1983,136.6669,13.84,95,14,1.97,few clouds
677,Makokou,GA,0.5738,12.8642,70.83,96,95,1.81,overcast clouds
678,Hunchun,CN,42.8675,130.3581,29.19,54,4,1.61,clear sky
679,Le Pradet,FR,43.1066,6.0172,59.63,76,0,5.75,clear sky
680,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,83,75,11.5,broken clouds
681,Sao Mateus,BR,-18.7161,-39.8589,77.2,81,97,10.63,overcast clouds
682,Konstantinovka,RU,49.6167,127.9833,13.89,79,91,4.56,overcast clouds
683,Moose Factory,CA,51.2585,-80.6094,26.58,93,100,9.22,overcast clouds
684,Pacifica,US,37.6138,-122.4869,63.68,50,0,14.97,clear sky
685,Henties Bay,NA,-22.116,14.2845,58.95,92,0,7.52,clear sky
686,Nelson Bay,AU,-32.7167,152.15,70.09,97,86,10.0,light rain
687,Almaznyy,RU,48.0448,40.045,43.36,77,78,16.02,broken clouds
688,Nyrob,RU,60.733,56.7202,22.15,88,98,6.73,light snow
689,Brownsville,US,25.9018,-97.4975,68.0,71,100,9.22,smoke
690,Umm Lajj,SA,25.0213,37.2685,78.62,60,0,8.63,clear sky
691,Verkhnyaya Inta,RU,65.9811,60.3094,14.38,96,100,2.53,light snow
